[ 7, 16, 46, 21, -2, 1, 1, 3 ]
[ -2, -6, -35, 20, 7, 0, -2, -4 ]
[ -1, -9, -35, -37, -11, -4, -3, -5 ]
[ -3, 2, 17, 8, 0, 0, -2, -1 ]
[ -3, -6, -11, -7, -2, -2, 0, -2 ]
[ 8, 20, 28, 15, -1, 0, 1, 2 ]
[ -1, -3, -1, 6, 3, 0, -1, 3 ]
[ 6, 0, -23, -3, -2, -2, -2, 0 ]
[ 0, 1, 10, -6, 0, 1, 3, 0 ]
[ -6, -10, 6, 1, 0, -2, -5, -3 ]
[ 11, 15, -16, 46, 8, 3, 1, 3 ]
[ -13, -12, 27, -32, -5, -2, -3, -4 ]
[ 1, 0, -4, -9, -2, -2, -1, 1 ]
[ -7, -13, 5, -19, 0, -3, -2, -1 ]
[ 0, 7, 18, 7, -1, 1, 1, -1 ]
[ 7, 13, -9, 30, 11, 2, 3, 1 ]
[ 3, -10, -27, 4, -2, -1, -1, -4 ]
[ -5, -13, 20, -11, -2, -1, -3, -3 ]
[ 4, 26, -10, -6, -2, -2, -9, 0 ]
[ -4, 10, 5, -7, -5, 0, 18, 1 ]
[ -2, -7, -35, -13, -4, -5, -19, 2 ]
[ -3, 13, 31, 16, 3, 1, 6, -7 ]
[ -2, -5, -10, -21, -5, -3, -4, 0 ]
[ -1, -29, -69, -11, -2, 2, 12, -1 ]
[ -18, -4, 20, 7, 5, -1, -21, 1 ]
[ 2, 5, 9, -7, -1, 4, 30, 21 ]
[ -10, -16, -6, -18, -4, -3, -3, -23 ]
[ 10, -28, 14, 21, 3, -5, -43, -2 ]
[ -4, -7, 0, 2, -5, -1, 18, -7 ]
[ 10, 18, 25, 14, 0, 1, 11, 13 ]
[ -12, 5, -69, -19, -4, -2, -6, -15 ]
[ -2, -39, 13, -5, -8, -2, 12, 1 ]
[ -3, 2, -11, 0, 4, -2, 2, -1 ]
[ 3, -6, 4, -2, -2, 2, -7, -12 ]
[ 5, 5, 16, 18, 2, -3, -9, 5 ]
[ -3, 6, -6, -2, -2, 1, 9, 11 ]
[ 10, 13, 30, 1, 0, -1, -5, 3 ]
[ -9, -59, -79, -20, -1, -1, 4, 0 ]
[ 8, -1, 11, 0, 2, 2, -2, 2 ]
[ 0, 32, 13, 11, 2, 0, -14, -3 ]
[ -2, -9, 5, -11, 0, 2, 18, 16 ]
[ 8, 22, 35, 28, 7, 2, -8, -12 ]
[ -16, -46, 1, -34, -15, -5, -5, -4 ]
[ 0, 9, -97, -61, -8, -7, 1, 3 ]
[ 2, 11, -40, 7, 2, 2, 8, 0 ]
[ -2, 7, 34, 7, -1, -3, -14, -6 ]
[ 8, 32, 4, 16, 6, 4, 11, 11 ]
[ -1, 20, 40, 21, -1, -1, 1, 3 ]
[ -1, -14, -29, -7, -1, -1, -16, -26 ]
[ -11, -50, -22, -33, -6, -3, -11, -1 ]
[ 1, 15, 37, 13, 4, 3, 16, -1 ]
[ -4, -9, 31, 5, 0, 2, 1, -3 ]
[ 6, 20, -7, 2, -1, 0, -9, 2 ]
[ -4, 5, 13, 31, 2, -1, -8, -1 ]
[ 3, 18, 2, -17, -1, 1, 4, 4 ]
[ 14, 21, -32, -3, 3, 2, -1, -1 ]
[ -25, -39, 89, -36, -9, -7, -2, -7 ]
[ 2, 9, -24, -1, -4, -4, -6, 1 ]
[ -9, -19, 5, 9, 3, 0, -4, -10 ]
[ 11, 68, 46, 43, 8, 4, 6, -1 ]
[ 4, 2, -19, 1, -1, -1, 7, 2 ]
[ 4, 10, 0, -25, -6, -4, -1, 9 ]
[ 3, 2, -3, 25, 7, 2, -2, -9 ]
[ -7, -23, 5, -8, -5, -3, -7, -7 ]
[ 4, -1, -29, -2, -1, -2, 1, -1 ]
[ 2, 27, 58, 31, 2, 4, 6, 0 ]
[ 0, -23, -104, -56, -3, -2, 5, 10 ]
[ -18, -16, 73, 13, -2, -3, -18, -5 ]
[ -3, -19, -35, -7, -1, -1, -1, -2 ]
[ 2, 35, 15, 8, 1, -2, -2, -2 ]
[ -2, -12, 21, 17, 1, 2, 4, 5 ]
[ -2, 1, 2, 9, -1, 2, 1, -2 ]
[ 4, 0, -19, -7, 0, 0, 2, 16 ]
[ 3, 14, 42, 21, 3, 2, -3, -28 ]
[ -4, -8, -52, -26, -7, -4, -4, 1 ]
[ -2, -11, -16, -14, -3, -3, 1, 12 ]
[ -1, 0, 14, 14, 2, -1, -1, -11 ]
[ -1, -9, 14, -15, 0, -3, 1, 5 ]
[ 7, 9, -6, 17, 0, 0, -7, 2 ]
[ -4, -14, 11, 7, 5, 2, 11, -4 ]
[ 1, 9, -49, -20, -8, -3, 0, 1 ]
[ -6, -15, -28, -18, -3, -1, -6, 1 ]
[ 5, 26, 13, 17, 5, 1, 11, 1 ]
[ 4, 2, -9, 14, -1, -2, -14, 8 ]
[ 0, 22, 26, 10, 3, 4, 1, -4 ]
[ -4, -11, -43, -26, -8, -5, 2, -3 ]
[ -4, -12, 11, 1, -3, -2, -10, 3 ]
[ 5, 0, 1, 17, 0, 0, 5, -1 ]
[ 0, 21, 8, 14, -1, -2, -3, -2 ]
[ 1, -3, -87, -48, 0, 2, -6, 2 ]
[ -6, -21, 4, 12, -8, -6, 3, 15 ]
[ -11, 3, -29, -45, -2, -2, 8, -22 ]
[ -4, -16, 24, -12, -2, 1, -2, -3 ]
[ 2, 14, 20, 22, -2, -3, 1, 1 ]
[ 2, -3, 25, 13, 2, 2, -6, 4 ]
[ 0, -2, 29, 9, -1, 1, -1, 0 ]
[ 10, 8, -56, -27, 1, 3, 4, 5 ]
[ -13, -35, -26, -53, -6, -3, -6, -1 ]
[ -4, 1, 26, 3, 0, 1, 5, -7 ]
[ 3, -1, 17, 3, -2, -3, -12, -2 ]
[ 1, 17, 29, 13, 3, 0, 2, 0 ]
[ 3, 2, 4, 16, 2, 0, 1, 2 ]
[ 0, -1, 4, -2, 1, -2, 0, -5 ]
[ 3, 14, 37, 34, 5, 3, 11, 2 ]
[ 8, 9, -83, -79, -10, -4, -3, 1 ]
[ -3, -8, -31, 1, -2, -1, -22, -2 ]
[ -2, -13, 29, 8, 0, 0, 23, -4 ]
[ -5, -5, 5, -2, -3, -3, -2, 0 ]
[ 2, -17, 27, 31, 4, 4, 3, -1 ]
[ 5, 3, 7, 0, 0, 1, 3, 3 ]
[ -8, 6, 8, 0, 3, 1, -10, -3 ]
[ 11, 9, -83, 23, 6, 3, 2, 3 ]
[ -14, -32, -54, -52, -8, -6, -1, -2 ]
[ -3, 0, 6, 12, -1, -4, 1, -2 ]
[ 1, 3, 23, 17, 2, -1, -5, 1 ]
[ -1, -2, -20, 16, 4, -1, 1, -1 ]
[ 0, -1, 34, 23, 2, 1, -3, 1 ]
[ 4, 34, 28, 20, 1, 3, 3, 2 ]
[ 1, 24, 5, -22, -3, -3, -4, -4 ]
[ -10, -35, -93, -92, -11, -3, -1, -3 ]
[ -5, -5, 76, 38, 1, 0, 0, -2 ]
[ 1, -3, 7, -4, -1, -2, -5, 0 ]
[ 2, 7, 23, 21, 0, -1, -2, -2 ]
[ 2, 12, 8, -11, -1, 2, -2, -1 ]
[ 1, -2, -3, 6, -1, -1, -5, 0 ]
[ 2, 1, 12, 5, -1, -1, 13, 0 ]
[ 0, -3, -6, 11, 1, 3, -11, 0 ]
[ -11, -29, -21, -42, -10, -8, -6, -6 ]
[ 5, 20, 91, 36, 4, -1, 5, 1 ]
[ -7, -11, -63, -15, -4, -1, -3, -2 ]
[ -2, -12, 1, -11, -1, -1, -2, -2 ]
[ 4, -5, -9, 15, 1, 1, -1, 1 ]
[ -4, 4, 7, 20, 3, 0, -3, -2 ]
[ -1, 4, 22, 5, 1, 2, 2, 1 ]
[ 11, 11, -20, -2, 0, 1, -1, 2 ]
[ -6, -10, 23, -7, -6, -4, -3, -4 ]
[ -3, -10, -17, -9, -1, -2, 2, 0 ]
[ -4, -6, 20, -9, 0, -1, 0, -1 ]
[ -2, -9, -53, 2, -1, -3, -1, -2 ]
[ 2, 17, 69, 26, 6, 3, 0, 1 ]
[ 1, -2, -22, -2, -2, -2, -3, -1 ]
[ 7, 1, 23, 17, 1, -1, 1, 0 ]
[ -5, -3, -23, -33, 0, 0, 1, 0 ]
[ -2, 4, 65, 16, -1, -1, 0, -1 ]
[ -2, -10, 20, -12, -5, -2, 1, -1 ]
[ 1, 4, -56, -47, -5, -2, -7, -2 ]
[ 5, -12, 10, 7, -1, 1, -3, -1 ]
[ -4, -1, 22, -2, -1, 1, 2, 0 ]
[ 3, 7, 1, 19, 1, 2, 7, 2 ]
[ -1, 3, 40, 7, 2, 0, -4, -1 ]
[ -6, -13, -34, -27, -5, -5, -3, -4 ]
[ 2, 5, 10, -7, -2, -2, -2, 0 ]
[ -1, -5, -18, 17, 4, 1, 1, -1 ]
[ 4, -7, 30, 13, 1, 1, 3, 1 ]
[ -10, -14, -17, -14, -5, 0, 2, -2 ]
[ -6, 0, -10, 20, 0, -3, -6, 1 ]
[ -1, 5, -64, -24, -1, -1, 2, 0 ]
[ -1, -4, 5, 6, -1, -1, 4, 0 ]
[ 3, 15, 5, 15, 2, 0, 0, 2 ]
[ 1, -1, -10, -18, -4, -3, -1, -1 ]
[ 1, -2, 29, 9, -2, -1, -6, -1 ]
[ -2, -3, -56, 10, 5, 1, 2, -1 ]
[ 0, 2, -39, -4, -2, 1, 4, 3 ]
[ 1, 3, 27, 6, 2, 0, 2, -1 ]
[ 1, 0, -22, -3, 0, -2, -5, -1 ]
[ 3, 7, 23, 4, -1, -1, 1, -1 ]
[ 3, 8, 51, 37, 2, 1, -1, 0 ]
[ -4, -12, -90, -26, -4, -2, 2, -2 ]
[ -3, 3, 49, -13, 0, -1, -3, -2 ]
[ -3, -1, 11, 10, -1, -2, -1, 0 ]
[ 1, 0, -3, 2, 1, 1, 0, -3 ]
[ -6, 9, 17, -12, 1, 1, 1, 0 ]
[ -7, -11, -42, -2, -1, -1, -4, -2 ]
[ -5, -3, -15, -35, -3, 0, 1, -3 ]
[ -3, -1, 40, -2, 0, -3, -3, -1 ]
[ 10, -10, 45, 33, 3, 2, -2, 2 ]
[ -10, -7, -88, -11, 1, 2, 5, 0 ]
[ -5, -13, 23, 2, -8, -5, -5, -2 ]
[ 0, 5, 37, 17, 2, 1, 1, 2 ]
[ 2, 0, -27, -39, 0, -1, -10, -3 ]
[ 5, -2, -2, -12, -2, 1, 5, 0 ]
[ 1, 1, -15, 3, 1, 0, -2, -1 ]
[ -2, -5, 7, 2, -2, -1, -5, -2 ]
[ -1, 3, 40, 30, 1, -1, 9, 2 ]
[ 2, 8, 63, 2, 0, -2, -5, -1 ]
[ -6, -8, -29, 1, -6, -3, -1, -3 ]
[ 3, 6, -78, -25, 0, -3, -4, 0 ]
[ -9, -25, 0, -36, -8, -3, 6, -3 ]
[ -2, 0, 28, 6, -1, -2, -15, -2 ]
[ 5, 16, 21, 12, 2, 0, -2, 2 ]
[ -2, -1, 35, 18, 0, 1, -2, -3 ]
[ 7, 10, -30, 2, 2, 2, 1, 0 ]
[ 0, -8, 14, 1, -3, -2, 4, 1 ]
[ 3, 5, 6, 25, 4, 2, 0, 1 ]
[ -10, -19, 18, -23, -8, -5, -4, -4 ]
[ 3, 6, 7, -7, 0, -1, 0, 0 ]
[ 3, 6, 65, 41, 4, -1, 2, -1 ]
[ 5, 2, 3, 7, 4, 2, -7, 0 ]
[ -8, -4, -26, -28, -6, 0, 4, -3 ]
[ 0, 6, 5, 29, 2, 3, -2, 2 ]
[ 1, 0, -68, 5, 0, 1, -1, -1 ]
[ -8, -17, -11, -37, -6, -3, 0, -6 ]
[ -2, -13, -36, -28, -2, -2, -7, -3 ]
[ 0, 0, -15, 12, -2, 0, 4, 0 ]
[ -1, 0, -10, 8, 1, 1, -1, 0 ]
[ -2, 0, -2, -7, -2, 0, 3, -1 ]
[ 4, 2, 19, 22, 1, 1, 4, 0 ]
[ -1, 4, -4, -12, -1, -2, -19, 0 ]
[ 0, -1, 90, 25, -3, -2, 6, -1 ]
[ -6, -14, -83, -62, -5, -3, -11, -2 ]
[ 2, 7, 58, 39, 7, 3, 1, 2 ]
[ -8, -13, -112, -54, -13, -7, -1, -4 ]
[ 2, 9, 33, 7, 1, -1, 1, -1 ]
[ -1, 3, 28, 26, 1, 0, 3, 0 ]
[ 5, 4, -3, 1, -4, -1, -1, 0 ]
[ -1, -5, 25, -34, 1, -1, 3, -2 ]
[ -1, 0, -21, -1, 1, -3, -11, -1 ]
[ -4, -4, -52, -13, -2, -3, 10, -2 ]
[ 2, 3, -1, 1, 0, -3, 0, 1 ]
[ 1, 0, -5, 33, 4, 3, -1, -1 ]
[ -3, -5, -9, -37, -5, -4, -2, -2 ]
[ 4, 11, 42, 23, 4, 2, 0, 1 ]
[ -2, -4, 9, -27, -4, -2, -5, -1 ]
[ 6, 3, 59, 34, 0, -1, 1, -1 ]
[ -11, -13, -58, -10, -2, 0, -2, -2 ]
[ 0, 5, -1, 16, -1, -2, -1, -1 ]
[ 3, 5, 36, 9, 3, 1, 0, 1 ]
[ 3, -3, -14, 1, 0, 0, 2, 0 ]
[ -2, 10, -41, -14, 0, -1, -7, -1 ]
[ -2, -3, 43, 14, -1, -2, -1, 1 ]
[ -3, -9, -15, -11, -2, -3, -1, -2 ]
[ -1, 11, 21, 12, 3, 0, -10, 0 ]
[ 6, 7, 33, 30, 1, 3, 26, 4 ]
[ -1, -6, -21, -8, -2, -1, -19, -9 ]
[ -7, -15, -20, -2, -3, -4, -1, -3 ]
[ 0, 5, -9, 7, 0, -1, 4, 2 ]
[ 2, -6, -59, -38, -2, -1, -4, 0 ]
[ -1, 9, 50, 14, 0, 2, 3, 0 ]
[ -1, 0, 7, -8, -1, 0, 0, 1 ]
[ -2, -1, -15, 7, 1, 1, -2, 0 ]
[ -3, 1, 31, 18, 1, -1, -3, -1 ]
[ 3, -3, -22, -22, -1, -1, 0, 3 ]
